Date,Headline1,Headline2,Headline3,Headline4,Headline5,Headline6,Headline7,Headline8,Headline9,Headline10,Headline11,Headline12,Headline13,Headline14,Headline15,Headline16,Headline17,Headline18,Headline19,Headline20
20201126,"코로나19 500명대…정부 ""어제 500명 넘는 확진자 발생""(종합)",'축구전설' 아르헨티나 마라도나 60세로 별세…사인은 심장마비(종합2보),코로나19 오늘 500명대 나올 수도…3차 대유행 본격화,"정부 ""12월 초까지 하루 400∼600명대 확진자 지속발생 가능성""(종합)","신규확진 583명, 1차 대유행 3월초 후 첫 500명대…대규모 확산(종합)",[이슈 컷] 유니클로 줄서고 일본차 판매 늘고…'노재팬' 시들해졌나,"윤석열, 직무정지 하루 만에 효력 집행정지 신청(종합)",실수가 행운을 가져왔다?…아스트라제네카 백신효능에 의심 증폭,오늘 오후 6시까지 349명 신규확진…내일도 최소 400명대 중후반,"군, 거리두기 2.5단계 격상…장병 휴가·외출 12월 7일까지 중지(종합)",신천지 '평화의궁전'은 이만희 신혼집인가 연수원인가…법정공방,"""체조선수 출신 푸틴 연인, 미디어 그룹서 연봉 115억 받았다""",'윤석열 직무배제'에 평검사에서 고검장까지 집단행동 확산,"정부 ""수도권 2.5단계 논의 일러…이번 주까지는 확산세 예상""","왕이, 마스크 가리키며 ""시진핑 방한, 여건 조성돼야 성사""",사랑제일교회 야간 강제집행…신도들 화염병 던지며 반발(종합),'박사방' 조주빈 징역 40년…공범들 최대 징역 15년(종합),3차 대유행 본격화…600명 육박하며 1차 대유행 수준으로 근접(종합),아르헨티나 축구영웅 마라도나 심장마비로 별세…향년 60세(종합),"[속보] 코로나19 500명대…정부 ""어제 500명 넘는 확진자 발생"""
20201127,"'거리두기' 단계 격상하나…정부 ""29일 일요일에 최종 결정""(종합)","'집단 성폭행' 중학생 2명 징역 6∼7년…""범행 충격적""(종합)",마스크 정상 착용 요구에 발끈 당진시 공무원 2명 직위해제(종합),"정총리 ""코로나 확진자 이틀 연속 500명대""…접촉 자제 호소(종합)","""체조선수 출신 푸틴 연인, 미디어 그룹서 연봉 115억 받았다""","인니 여성 성전환자, 남성 유치장에 수감…인권단체 항의","비극이 된 아파트 매입 갈등…30대 남편, 아내 살해 후 투신",오늘도 500명대 나오나…코로나19 연일 확산 '비상',"국정원 ""김정은, 환율 급락에 거물 환전상 처형""","서울 에어로빅학원 나흘간 131명 확진…""애초 거리두기 불가""(종합)",신규확진 569명 이틀째 500명대…지역 525명 3차유행 전방위확산(종합),'제천 김장모임발' 코로나19 일파만파…대전·영월·화성 '불똥',오늘 오후 6시까지 383명 신규확진…내일도 500명대 나올듯(종합),"[1보] 정총리 ""코로나 확진자 이틀연속 500명대…본격 재확산 양상""","트럼프 ""선거인단 투표서 바이든 승리시 백악관 떠날 것""(종합)",[이래도 되나요] 아프리카 뱀이 제주도에?…외래종 유기에 몸살 앓는 생태계,대구 새마을금고 살인사건 현장서 음독한 용의자도 사망,"""윤석열 보면 박근혜가 겹쳐""…與, 신속 징계 촉구(종합)",청약 '줍줍' 인기 하늘을 찌른다…올해 경쟁률 작년의 2배,"트럼프 ""다음주 코로나19 백신 배송 시작"""
20201128,"코로나19 어제 504명 신규확진, 사흘연속 500명대…지역 486명(종합)",마라도나 시신 옆에서 '찰칵'…장례업체 직원 인증샷에 공분,"심기불편 트럼프 ""나 대통령이야""…승복 묻는 기자에 벌컥",의심 증상에도 단체생활…육군 상무대 코로나19 확산 키운 듯(종합),경남 확진자 15명 추가…진주 이통장·창원 단란주점 감염 지속(종합),"사흘 연속 500명대 이어가나…정부, 내일 거리두기 격상 논의",오늘 오후 6시까지 336명 신규확진…내일 400명대 예상(종합),"전남 상무대, 광주 골프모임 등서 무더기 확진…전방위 확산(종합)","[OK!제보] 3년전 사병 살린 부사관, 이번엔 맨홀 속 인부 구해",어플모임-댄스학원-김장모임…일상 곳곳서 코로나19 지속 확산(종합),[특파원 시선] 일본의 코로나 위기의식 마비시킨 스가의 고집,"[이효석의 게임인] 게임 캐릭터, 예쁘고 몸매 좋아야 더 몰입되나요?",서울 강남구 대형 입시학원서 학생 1명 확진…밀접접촉자 조사중,"'거리두기' 단계 격상하나…정부 ""29일 일요일에 최종 결정""(종합)","김종인 ""윤석열 직무정지, 대통령 묵시적 허용 아닌가""",秋-尹 사활 건 승부 내주 판가름…검사들 사흘째 집단반발,결국 재판대에 오르는 秋-尹 갈등…법원 판단이 분수령,"이재명 ""내년 1월 3차 재난지원금 보편지급"" 여 의원들에 호소문",수도권 2단계에도 공항은 북적…코로나 확산 '뇌관' 우려,부산 음악실→일상공간 급속 감염…누적 78명(종합)
20201129,전국 1.5단계 격상·부산 등 5곳 2단계 추진…수도권은 2단계+α(종합),"중국 쓰촨 김치 ISO 인가…중 매체 ""김치 종주국 한국 굴욕""",'일단 뚫어놓자' 마이너스통장 역대최대…실제사용액은 30~40%뿐,미스터리만 남긴 채…미 사막 '거대한 금속 기둥' 홀연히 사라져,'성매매 집결지' 파주 용주골에 팔려간 지적장애 여성들,"전국 1.5~2단계 격상 가능성,수도권 감염다발시설 핀셋방역 검토","코로나19 어제 450명 신규확진, 나흘만에 500명 아래…주말 영향(종합)",오늘 오후 6시까지 328명 신규 확진…내일도 400명대 예상,"중국 쓰촨김치 국제표준 인가…정부 ""김치 아닌 파오차이""(종합)","수도권 2단계+α…전국은 1.5단계 격상, 부산 등 5곳 2단계 추진(종합2보)",경남서 20명 추가 확진…'아라리 단란주점' 9명 늘어 누적 37명(종합),모레부터 수도권 사우나·한증막 '스톱'…에어로빅·줌바도 금지(종합),내일부터 1억원 이상 신용대출 규제…규제지역 집 사면 토해내야,코로나 피해 소상공인 등에 4조 지원금 추진…백신포함시 5조대(종합),"與, 백신 공급물량 대폭 상향…4천400만명 접종한다","산 넘어 산…윤석열, 재판·징계위 잇단 고비 넘을까",수능 전날 수험생 코로나 검사 보건소에서…밤 10시까지 연다,일본 상공에 거대한 불덩어리 출현…방송 카메라에 잡혀,알뜰폰 증가세에 위기감?…일부 통신사 '가입자 뺏기' 논란,"'김치' 종주국 논란 19년전에 끝나…""파오차이는 피클에 가까워"""
20201130,"부산시 ""수능일까지 코로나 대응 3단계 수준으로 대폭 강화""(종합)","""윤석열 지지율 최고치…차기 대권주자 2위로""","법원, '윤석열 직무배제 집행정지' 심문 1시간 만에 종료(종합)","2살 아기, 냉장고 속 숨진 채 발견…신고 후 17일이나 걸려(종합)","바이든, 반려견과 놀다 미끄러져 발목 삐어…""골절은 없어""(종합)","광주로 출발하는 전두환…시위대에 ""말 조심해""라며 욕설(종합)",여수서 아기 사체 냉장고서 발견…2년여 전에 숨져(종합),12월10일 계약분부터 계약갱신청구는 계약만료 2개월전까지 해야,"정총리, 文대통령에 '秋-尹 동반사퇴' 필요성 거론",오늘 오후 6시까지 291명 신규 확진…내일 400명 안팎 예상,"김현미 ""아파트가 빵이라면 밤이라도 새워 만들겠지만…""(종합)","""코로나19 임상 참여하겠다"" 사전의향서에 3천500여명 서약",전국 1.5단계 격상·부산 등 5곳 2단계 추진…수도권은 2단계+α(종합),"정부 ""이대로 가면 코로나19 3차 유행 장기화 가능성 매우 높아""",'양가 동의했는데 무효' 중국 농촌 중·고교생 결혼식 논란,"""이란 핵과학자, 백주대낮 원격조종 기관총에 영화처럼 피살""(종합)","[2보] ""5·18 헬기사격 있었다"" 전두환 결국 사자명예훼손 유죄","""대확산 막아라""…내일부터 수도권 2단계+α, 전국 1.5단계 시행",부부공동명의 1주택도 종부세 고령·장기보유공제 잠정합의,미스터리만 남긴 채…미 사막 '거대한 금속 기둥' 홀연히 사라져
20201201,"공인인증서 10일 폐지…""계좌·전화번호로도 전자서명 가입가능""",오늘 오후 6시까지 이미 416명 확진…내일 다시 500명대 가능성,"""실내 2ｍ거리두기 불충분할수도…6.5ｍ거리서 5분 머물고 감염""","'총대' 멘 정세균, 추미애 독대…'동반사퇴론' 설명한듯","모더나 ""백신, 중증 코로나 예방률 100%""…오늘 긴급사용 신청(종합)",딩전이 누구길래…'티베트족 훈남 보자' 중국 전역 열풍,60m 다리 위에서 점프한 미국 유튜버 두개골 골절,"법원, 윤석열 직무배제 효력 정지…총장 직무 복귀","방탄소년단, 한국어 곡으로 빌보드 싱글차트 첫 정상(종합2보)","윤석열, 최근 코로나 확진자와 식사…검사 결과 음성","오늘부터 수도권 2+α,목욕탕 가도 사우나 못하고 에어로빅 금지",신규확진 451명 사흘째 400명대…지역 420명 전국 일상감염 확산(종합),"문대통령, 추미애 면담…'秋-尹 동반사퇴' 논의한 듯(종합)","[르포] 호텔 리모델링한 임대주택 2호…""입지 좋고 임대료도 낮은데…""","법원 ""尹 직무배제는 사실상 해임…검찰 중립성 몰각""(종합2보)","문대통령, 추미애 면담…'秋-尹 동반사퇴' 논의한듯","미 전문가 ""김정은, 최근 2~3주내 중국산 코로나19 백신 접종""",고기영 법무차관 사의…내일 징계위 무산 가능성(종합),인도 북부서 30대 기자 산 채로 불태워진 끝에 사망,"""부부 공동명의 불리? 제각각 달라""…""14억 1채, 7만∼23만원"""
20201202,"혜민스님, 승려된 뒤로 美 뉴욕 아파트 구매 의혹",15년 넘은 구형 위니아딤채 김치냉장고 '화재우려' 리콜(종합),수능 앞두고 학교-학원서도 집단감염…오늘 다시 500명대 나올듯,결혼 앞두고·어린 아들 놔두고…군포 아파트 화재 '눈물' 사연(종합),공인인증서 폐지 D-7…패스 인증서 발급 2천만건 기록,"정은경 질병청장, 어깨 골절상 입원…""2∼3일 치료 필요한 상황""","'이건희 사위' 김재열 사장, 삼성경제硏 글로벌전략실장에 임명","신규확진 511명, 나흘만에 다시 500명대…지역 493명 감염 확산(종합)","외계와의 소통 시도했던 거대 전파망원경, 57년 만에 결국 붕괴",내일 사상 초유 '코로나 수능'…확진·격리자 포함 49만명 응시,"""윤석열, 대권주자 선호도 24.5% 첫 1위…오차범위 내""[알앤써치]",결혼 앞두고·어린아들 놔두고…군포 아파트 화재 '눈물' 사연,오늘 오후 6시까지 전국서 360명 신규확진…내일 400명대 예상,새차관이 징계위원장 역할않기로…文대통령 절차 정당성 무게(종합),"문대통령, 법무차관에 '非검찰' 이용구…尹징계위 수순(종합)","'빛이 보인다'…영국, 화이자 백신 세계 첫 승인, 내주부터 접종(종합2보)","연달아 '펑'소리 후 검은 불길…""난로 켜놓고 새시 교체 작업""","트럼프 ""4년 후 다시 볼 것""…2024년 대선 재출마 암시",인도 북부서 30대 기자 산 채로 불태워진 끝에 사망,"[이슈 컷] ""죽어야 끝날까"" 호소에도…스토커 믿고 설친 이유 있었다"
20201203,[이슈 컷] 13살짜리가 4살배기 남아를…아동간 성사고 왜 반복되나,"혜민스님 ""크게 반성하고, 중다운 삶 살겠다""",개그맨 장동민 집·차량에 '돌멩이 테러' 40대 붙잡혀,"""'성공한 사업가' 조선 왕실 후손, 138억원 미 대저택 매입""",피라미드 앞에서 '무례한 사진' 찍은 작가·모델 구금,"파파이스, 26년만에 국내 사업 철수…연말 영업 종료",서울 코로나 봇물 터졌나…하루 확진 262명·역대 최다(종합),"[수능] ""국어영역 작년보다 약간 쉬워…신유형·고난도 적어""(종합)",서울 코로나 봇물 터졌나…하루 확진 260명대 역대 최다,"'10·26' 김재규의 여동생 ""오빠는 반역자가 아니다"" 항변","최태원 차녀 ""한반도 물류중심 도약 위해 국제기구 역할 필요""",오늘 수험생 49만명 코로나19 속 수능…확진자·격리자도 본다,"""문대통령 지지율 첫 30%대 최저치…민주 동반급락""[리얼미터]","盧 영정 공방…김은혜 ""秋 추락한다"" 정청래 ""인간이 되자""",코로나19 학력 격차 고려했나…올해 수능 전반적으로 평이(종합),40% 철벽마저…지지세 악화일로에 곤혹스러운 靑,지스카르 데스탱 전 프랑스 대통령 코로나 합병증으로 별세(종합),"이용구 법무차관 ""징계위 참석은 임무…결과 지켜봐달라""(종합)",수험생 49만명 '코로나 수능' 시작…확진·접촉감독관 19명 교체(종합),오늘도 500명 안팎 나올듯…수능 이후 코로나19 추이 주목
20201204,"문대통령, 4개부처 개각…김현미 교체·추미애 유임(종합)","""내일부터 서울 밤은 사실상 `통금'""…서울시 긴급 방역조치",'옵티머스 의혹' 이낙연 대표실 부실장 숨진 채 발견(종합),"""이낙연 대권선호도, 16%로 올해 최저치…이재명 선두""(종합)","[2보] 문대통령, 4개부처 개각…김현미 교체·추미애 일단 유임",오늘 600명대 나올수도…1차 대유행 뛰어넘나 '수능변수' 촉각,"수도권 거리두기 '2+α'에도 600명대…전문가들 ""추가 격상해야""",잘못 울린 종료종에 시험지 걷어간 수능감독관…학생들 '멘붕',"""2차접종 후엔 미열·오한"" 모더나 백신 미국 임상참가자 경험담","수능 한국사 3점 문제 너무 쉬워 논란…""공부 안 해도 맞힐 듯""",김현미 가고 추미애 남고…난국에 돌파구 될까,친구 살해 후 여행 가방에 넣어 유기한 20대들…유족 분통,"서울시 ""마트·독서실·PC방 등 밤 9시 이후 문 닫아야""(종합)","[영상] ""박지선은 꺼지세요""…BJ 철구, 인터넷 생방송서 외모 비하","7일부터 내년 1월3일까지 연말연시 특별방역기간…""모임 자제""(종합)","[영상] '풀소유 논란' 혜민스님 ""크게 반성, 중다운 삶 살겠다""","윤석열 ""이낙연 측근 수사에서 인권침해 여부 조사하라""(종합)",오늘 오후 6시까지 439명 신규확진…내일도 600명안팎 나올 듯,"신규확진 629명, 3월초 1차 대유행 이후 첫 600명대…지역 600명(종합)","혜민스님 ""크게 반성하고, 중다운 삶 살겠다"""
20201205,"[영상] ""박지선은 꺼지세요""…BJ 철구, 인터넷 생방송서 외모 비하",[이슈 컷] 7천만원대 수입차보다 5천만원대 국산차가 세금 더 낸다?,"오늘도 600명안팎 나올듯…""이러다 하루 1천명까지 발생할 수도""",꿈많던 막내가 1년째 사지마비…'칼치기' 피해 가족의 호소,인도서 1만2천638개 다이아몬드로 반지 제작 세계 기록,뉴질랜드서 30t짜리 고래 해변 모래톱에 걸려 죽어,'너무 자주 가나?'…화장실 하루 몇 번 가야 정상일까,오후 6시까지 405명 신규확진…내일도 최소 500명대 중후반,"""안익태 선생 창씨개명도 하지 않아…김원웅이 민족 반역자""","신규확진 583명, 일단 600명 아래로…지역 559명 전국화 양상(종합)",'원전 자료삭제' 산업부 공무원 2명 구속…칼끝 윗선으로 향한다(종합),"민주 ""윤석열, 명백한 검찰권 남용…공수처 설치 시급""",700명 규모 교회서 추가감염 0명…'마스크의 힘','학부모 차에서 덜덜'…코로나19 확산 속 대입 논술·면접 시작,잘못 울린 종료종에 시험지 걷어간 수능감독관…학생들 '멘붕',일산 펠리스요양원서 환자·직원 20명 집단감염 확인,서울 누적 확진자 `인구 1천명당 1명' 넘어섰다,"트럼프 조카 ""삼촌은 범죄자…국익위해 퇴임후 구속돼야""",바레인도 화이자 코로나19 백신 승인…영국 이어 두번째(종합2보),[톡톡일본] 제도 바깥에 있는 사유리 방식 '비혼 출산'
20201206,"수도권, 거리두기 격상…연말까지 3주간 2.5단계(종합)","오늘도 600명 안팎…정부,오후 수도권 2.5단계 격상 발표 가능성","8일부터 수도권 2.5단계, 밤 9시 이후 셧다운…비수도권은 2단계(종합)",올해 역대 가장 따뜻한 3년 중 한 해…한국도 이상기후 '몸살',수도권 2.5단계…노래방-학원 문닫고 다른 시설도 밤 9시 '스톱'(종합),수도권 2.5단계…노래방-학원 문닫고 다른 시설도 밤 9시 '스톱',"[르포] ""장염 백신 맞힌지 하루도 안돼 매몰이라니…생계도 고민""",주말 신규확진 631명 '3차 유행'후 최다…수도권 2.5단계 가능성(종합),임창용·'선박왕' 등 국세 고액체납자 6천965명 명단공개,"정부 ""코로나19 본격적 대유행 진입…전국적 팽창 직전 수준""(종합)","GC녹십자 코로나19 혈장치료제, 국내서 첫 완치 보고","美의회 ""화웨이 쓰면 미군 파견 재고"" 법추진…""한국 선택 직면""",부산 코로나 40명 추가 확진…병상 부족에 타지역 치료 90명(종합),"어차피 재택근무에 놀러도 못가니…""이참에 성형수술""",줄리아니의 방귀 소동…대선 불복 청문회서 두 차례 '뿡',서울 코로나19 확진자 318일만에 1만명 넘었다…갈수록 가속(종합),"김대헌 호반건설 대표, 김민형 전 아나운서와 결혼",3차 지원금 예산 3조는 일단 자영업자·소상공인 대상,검사건수 감소한 주말에도 600명대 급증…양성률 4.39%로 치솟아(종합),8일부터 수도권 2.5단계·비수도권 2단계로 격상…고강도 방역
20201207,"[뉴스피처] ""잘못하다간 마흔에 틀니"" 앞니 갈아낸 인증샷에 경고",내일부터 수도권 2.5단계…헬스장-학원-노래방 등 13만개 '스톱',"공인인증서 '안녕'…본인인증, 연말정산은 어떻게?",극단적 단식·소변 참기…재포스 창업자의 사망 전 이상행동,"코로나19 이틀 연속 600명대…정부 ""수도권은 이미 전시상황""(종합)",의식 잃고 입에 거품…인도 남부 '미스터리 질환' 공포,"""결혼식 오실 건가요?"" '49명 제한'에 눈물 흘리는 예비부부들","""아빠 돈 빌렸다"" 안 통했다…'부동산 취득 탈세' 1천203억 추징",[통통TV] 삼성? LG? 드럼세탁기 뭘 사야할까…직접 빨아봤다,"당국 ""내주 하루 900명 나올수도,거리두기 안되면 1천명 이상도""(종합)","박은정, 감찰위서 `한동훈-윤석열 통화내역' 공개 논란","변창흠 ""고령자 보수정당 지지는 주택 가치상승 기대 때문""","8일부터 수도권 2.5단계, 밤 9시 이후 셧다운…비수도권은 2단계(종합)",'똘똘한 한 채' 집중에…서울 대형 아파트값 평균 21억원 돌파,45세에 노동소득 가장 많아…59세부터는 '적자 인생',오늘 오후 6시까지 451명 신규확진…내일도 600명 안팎 나올 듯,4천500억 체납자 옷장속 5만원권 무더기…관세청 251명 명단공개(종합),"문대통령 ""수도권 코로나 역학조사 역량 강화하라""(종합)",검찰개혁에 힘실은 문대통령…'정면돌파' 기조 재확인,"""문대통령 지지율, 또 37% 최저치…호남·충청 최대 낙폭"""
20201208,"강펀치가 빚은 비극…브라질 유명 女복서, 남편 때려 숨지게 해","손혜원 전 의원 부동산 투기의혹 제기한 동생, 필리핀서 사망",'대통령 명예훼손' 강용석 체포…출석요구 4차례 불응(종합),코로나19 백신 4천400만명분 확보…해외제약사 4곳과 계약·합의,"맨주먹으로 곰과 싸워 반려견 구한 견주…""아기 구한다 생각""","오후 6시까지 516명…내일 600명대 중후반 예상, 700명선 위협도",속옷 베트남 여성 국제결혼 광고 사라진다,코로나 백신 내년 초 도입-접종시기 미정…노인-의료인 우선고려(종합),"오늘도 600명 안팎…수도권 2.5단계 시행 ""3주간 힘겨운 고비""","정부, 오늘 코로나 백신 수급계획 발표…물량·시기 '주목'","최고의 생일선물 받은 '세계 1호' 90세 할머니…""백신 맞아라""(종합)",[이슈 컷] 때아닌 김치종주국 논란…'생떼' 쓴 대륙의 노림수는?,"""서울시장 적합도…박영선 19.9% 나경원 15.5% 오세훈 14.9%""","경찰, `文대통령 명예훼손' 혐의로 강용석 체포·조사중","박능후 ""백신 글로벌 공급부족…'불공정계약' 거부 힘든 상황""(종합)","'비토권 무력화' 공수처법 개정안, 野 반발 속 법사위 통과(종합)","대검, 감찰부에 `尹수사 중단' 지시…법무부 정면대응 예고",文대통령 정면돌파 메시지…`윤석열 징계위' 예측 불허,영국서 화이자 백신 첫 접종…코로나19 퇴치전 본격 개시(종합),"""9만전자 간다"" 증권가 삼성전자 목표주가 잇단 상향"
20201209,대형 연 날리던 인도네시아 소년 하늘로 끌려 올라갔다 추락,"김여정 ""강경화 코로나 발언은 망언…북남관계에 냉기""(종합)",영국서 화이자 백신 접종 하루만에 2명 알레르기 반응,"코로나19 급확산 700명선도 '위태'…""의료체계 감당 어려울수도""","""국내 공장서 생산되는 아스트라제네카 백신은 국내에 우선공급""","내일부터 공인인증서 폐지…""공공기관 민간인증서 사용 가능""",화이자 백신이 영국에서 먼저…마음 급한 '확진 1위' 미국(종합),"서울에 등장한 컨테이너병상…""열악하지만 어쩔 수 없어""","'대통령 명예훼손' 강용석, 체포 뒤 8시간 만에 귀가",엄마 품에 안긴 2살 딸만 살았다…레바논 교통사고의 '기적',"신규확진 686명, 2월말 이후 최다 역대 2번째 규모…지역 662명(종합)","수도권 지역발생 첫 500명대…""무증상·잠복감염 넓게 자리""",팝콘TV BJ들 새벽에 자동차로 청송교도소 무단 침입 '활개',코로나 증상 없어도 무료검사…무증상 감염자 선제적으로 찾는다,"""부산시장 적합도, 박형준 18.6% 이언주 13.6% 김영춘 12.3%""","秋 ""위원 명단 공개 전례 없어""…尹 ""명단 줘야 기피신청""(종합)","대권선호도…윤석열 28.2%, 이재명 21.3%, 이낙연 18.0%(종합)","애플, 무선헤드폰 '에어팟 맥스' 발표…71만9천원","""아스트라제네카 백신 안전하고 효율적이지만 추가 검증 필요""(종합)","제주서 구강암 걸린 돌고래 포착…""발암물질 오염 우려"""
20201210,"뾰루지 짰다가 혹으로 뒤덮인 얼굴…필리핀 10대 ""도와주세요""","힙합가수 아이언, 야구방망이로 룸메이트 폭행…현행범 체포",[팩트체크] 인터넷에 퍼진 '윤석열 검찰의 수사법' 따져봤더니,심상치 않은 제주 코로나19 확산세…누적 확진자 102명(종합),야구방망이 폭행…'쇼미더머니3' 준우승 래퍼 아이언 영장(종합),"신규확진 682명, 이틀연속 700명선 위협…중환자-사망자 급증(종합)","""어제 수도권 자택대기 코로나 환자 506명…일부 이틀이상 대기""(종합)",영국서 화이자 백신 접종 하루만에 2명 알레르기 반응,"""아스트라제네카 백신 국내서 생산…미 행정명령 영향 덜받을듯""",연말회식 위험하다는데…술집·식당 닫자 사무실서 2차,뉴욕 쥐의 습격에 문 닫은 식당…아보카도 먹고 직원 물고,사상 초유 '검찰총장 징계위'…기피신청 준비로 회의 중단(종합),"""수도권 학원만 왜 3단계?""…운영 중단 조처에 집단소송 움직임",보름간의 의심증상 감기로 여긴 60대 확진자…음성군 발칵,"오후 6시까지 507명…내일 최소 600명대 중후반, 700명 넘을수도","""문대통령 지지율 2주 연속 최저…與 소폭상승 재역전""[리얼미터]","국내도입 4개사 코로나19 백신, 효능·부작용 어떻게 되나?",아파트 주차장서 테슬라 벽면 충돌 후 화재…1명 사망,"오늘도 600명대 거센 확산세…정부, 선제적 무료검사 대폭 확대",긴장감 도는 법무부…尹징계위 난항 끝 5명으로 꾸려져
20201211,자신의 갓난아기 물어 죽인 반려견…누구를 처벌하나,"""김기덕 감독, 발트3국 라트비아 병원서 코로나19로 사망""(종합)","정부 ""확산세 못 꺾으면 3단계 상향 외엔 다른 선택 방법 없어""(종합)","김기덕 감독, 라트비아서 코로나19로 사망(종합2보)","문대통령 ""2025년 공공임대 240만호 시대…중형은 6만3천호""(종합)",오늘 700명 안팎…감염경로 불명 사례도 20% 넘어 '비상',"조두순, 내일 오전 6시 전후 전자발찌 차고 출소(종합)","신규확진 689명 사흘째 700명 육박…3차 유행후 최다,역대 2번째(종합)","""사는 게 힘들었다""…아내·아들·딸 살해한 40대 가장 구속기소","비행기 화장실서 코로나 걸릴라…중국, 승무원 기저귀착용 권고",'대전시티즌 선수선발 비리' 고종수 전 감독 징역형 집행유예(종합),오늘 하루 확진자 이미 700명 넘은듯…내일 최소 800명대 가능성(종합),오늘 오후 6시까지 539명 확진…내일 700명대 나올 듯,"""같이 술 마실 분""…이 와중에 온라인선 '즉석 술 모임' 성황",갤럽조사서도 문대통령 지지율 최저치…40대만 긍정평가 우위,조두순 출소 후 '야간외출·음주 금지' 내주 결정될 듯,경기 빌라로 번진 풍선효과…평균 매매가 1억8천만원 돌파,"""10분내 배달을"" ""빨리 조리를""…음식점-라이더 갈등",野초선 58명 전원 참여키로…필리버스터 세밑까지 가나,'제자 야구방망이 폭행' 래퍼 아이언 영장 기각
20201212,"조두순, 12년 형기 마치고 출소…24시간 감시 개시(종합)",확진자 폭증 오늘 900∼1천명 나올듯…이러다 3단계 갈수도,"정총리 ""코로나19 확산세 꺾지못하면 3단계 격상 불가피""(종합)","김기덕 감독, 라트비아서 코로나19로 사망…""현지 거주 타진""(종합3보)",600명대서 900명대로 직행 1천명선 '위협'…이러다 3단계 갈수도(종합),"이재명 ""3단계 선제 격상""…정총리 ""전문가 의견 수렴하라""","정부 ""확산세 못 꺾으면 3단계 상향 외엔 다른 선택 방법 없어""(종합)","조두순, 12년 형기 마치고 출소…관용차 타고 주거지로 이동","김기덕 라트비아서 화장할 듯…유족, 대사관에 장례 위임 의사","신규확진 950명 폭증, 1월 국내 유행 시작후 최다…전방위 확산(종합)","""성범죄자 솜방망이 처벌에 분노""…외신, 조두순 출소 조명","출소한 조두순에 달걀 세례…주민들 ""이사가야 하나"" 분노(종합)","귤 들고 관용차서 내린 조두순…시민들 ""추방하라"" 달걀투척(종합2보)","윤희숙, 필버 최장기록…코로나19 확진자 접촉에 본회의 정회","""철거 막겠다"" 중장비 사들인 사랑제일교회…장기대치 조짐","당국 ""필요시 3단계 논의""…현실화땐 전국 50만개 시설 '셧다운'","靑, 문대통령 '13평에 4인가족' 발언 보도에 ""사실 왜곡""","김기덕 감독, 라트비아서 코로나19로 사망(종합2보)",네팔 히말라야 3천m 고산서 호랑이 '어슬렁'…카메라에 첫 포착,오후 11시 서울 오늘 코로나 확진자 310명…역대 최악 기록
